DateTime,Open,High,Low,Close,Volume,VAHPercent,VALPercent,POCPercent,Skewness,Kurtosis,PriceToVAHPercent,PriceToVALPercent,PriceToPOCPercent,PriceToHODPercent,PriceToLODPercent,PriceToPrevHODPercent,PriceToPrevLODPercent,DayRangePercent,BarDelta,DeltaToVolumePercent,CumDelta,CumDeltaToHODPercent,CumDeltaToLODPercent
2025-03-20  13:30:00,5705.50,5724.75,5695.00,5716.50,488322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.008456,0.005983,0.000000,1814,0.003715,0,0.000000,0.000000
2025-03-20  18:00:00,5715.25,5723.75,5706.25,5722.25,22241,0.957143,0.485714,0.814286,-0.589921,2.129084,-0.000131,0.001312,0.000306,-0.000262,0.002804,-0.007458,0.006995,0.211480,339,0.015242,339,0.000000,0.000000
2025-03-20  22:00:00,5722.25,5723.00,5699.50,5705.50,20364,0.969072,0.577320,0.680412,-0.697120,2.730110,-0.003058,-0.001400,-0.001837,-0.003188,0.001053,-0.010364,0.004048,0.293051,12,0.000589,351,0.000000,0.035398
2025-03-21  02:00:00,5705.25,5717.25,5684.00,5693.25,57735,0.993711,0.295597,0.805031,-0.161106,1.631513,-0.005285,-0.000439,-0.003980,-0.005329,0.001627,-0.012489,0.001892,0.480363,-519,-0.008989,-168,-1.478632,-0.000000
2025-03-21  06:00:00,5693.50,5705.00,5651.25,5663.75,150039,0.651724,0.000000,0.155172,-0.036759,1.691691,-0.006098,0.002212,0.000221,-0.010483,0.002212,-0.017605,-0.003300,0.876133,1011,0.006738,843,0.000000,-6.017857
2025-03-21  09:30:00,5664.00,5710.00,5652.25,5693.50,744806,0.513793,0.010345,0.286207,0.569211,2.250882,0.000879,0.007343,0.003791,-0.005285,0.007476,-0.012445,0.001936,0.876133,2802,0.003762,3645,0.000000,-22.696429
2025-03-21  13:30:00,5693.50,5722.25,5687.75,5718.75,450620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000874,0.011944,0.000000,778,0.001727,0,0.000000,0.000000
2025-03-23  18:00:00,5740.00,5757.25,5739.00,5754.75,59874,0.986301,0.397260,0.739726,-0.195664,1.649917,-0.000391,0.001479,0.000391,-0.000434,0.002744,0.005416,0.018315,0.251724,3180,0.053112,3180,0.000000,0.000000
2025-03-23  22:00:00,5754.50,5757.75,5751.75,5755.75,14852,0.973333,0.466667,0.840000,-0.493871,1.841842,-0.000261,0.001392,0.000174,-0.000347,0.002919,0.005591,0.018491,0.258621,1276,0.085914,4456,0.000000,0.401258
2025-03-24  02:00:00,5755.75,5780.50,5755.00,5772.50,64361,0.993976,0.349398,0.843373,0.124311,1.617105,-0.001341,0.003302,-0.000260,-0.001384,0.005837,0.008517,0.021455,0.572414,4111,0.063874,8567,0.000000,1.694025
